Entity,Code,Year,Cocoa beans | 00000661 || Yield | 005412 || tonnes per hectare
Africa,,1961,0.25366452
Africa,,1962,0.25812587
Africa,,1963,0.27189812
Africa,,1964,0.3454954
Africa,,1965,0.25376955
Africa,,1966,0.3216389
Africa,,1967,0.31542847
Africa,,1968,0.28593194
Africa,,1969,0.3190083
Africa,,1970,0.3505052
Africa,,1971,0.3598554
Africa,,1972,0.32887822
Africa,,1973,0.30317125
Africa,,1974,0.32545125
Africa,,1975,0.3154821
Africa,,1976,0.27675855
Africa,,1977,0.28694382
Africa,,1978,0.27461606
Africa,,1979,0.3017154
Africa,,1980,0.29889432
Africa,,1981,0.30484226
Africa,,1982,0.27415153
Africa,,1983,0.28313315
Africa,,1984,0.3330537
Africa,,1985,0.32030505
Africa,,1986,0.33735985
Africa,,1987,0.35335505
Africa,,1988,0.41447935
Africa,,1989,0.4369935
Africa,,1990,0.42029488
Africa,,1991,0.41491923
Africa,,1992,0.45072305
Africa,,1993,0.44672507
Africa,,1994,0.45077142
Africa,,1995,0.45085627
Africa,,1996,0.48401922
Africa,,1997,0.46085116
Africa,,1998,0.4819286
Africa,,1999,0.44037774
Africa,,2000,0.4652488
Africa,,2001,0.45412645
Africa,,2002,0.4610838
Africa,,2003,0.474998
Africa,,2004,0.4812051
Africa,,2005,0.46065193
Africa,,2006,0.49271291
Africa,,2007,0.42305663
Africa,,2008,0.44277954
Africa,,2009,0.4464991
Africa,,2010,0.4497664
Africa,,2011,0.46436077
Africa,,2012,0.4752889
Africa,,2013,0.4629323
Africa,,2014,0.4631854
Africa,,2015,0.46640217
Africa,,2016,0.4769247
Africa,,2017,0.47132686
Africa,,2018,0.4816185
Africa,,2019,0.48140535
Africa,,2020,0.47107673
Africa,,2021,0.47863704
Africa,,2022,0.4718002
Africa,,2023,0.470358
Africa (FAO),,1961,0.25370002
Africa (FAO),,1962,0.25810003
Africa (FAO),,1963,0.2719
Africa (FAO),,1964,0.34550002
Africa (FAO),,1965,0.2538
Africa (FAO),,1966,0.32160002
Africa (FAO),,1967,0.3154
Africa (FAO),,1968,0.2859
Africa (FAO),,1969,0.319
Africa (FAO),,1970,0.35050002
Africa (FAO),,1971,0.3599
Africa (FAO),,1972,0.3289
Africa (FAO),,1973,0.30320004
Africa (FAO),,1974,0.3255
Africa (FAO),,1975,0.31550002
Africa (FAO),,1976,0.2768
Africa (FAO),,1977,0.2869
Africa (FAO),,1978,0.27460003
Africa (FAO),,1979,0.30170003
Africa (FAO),,1980,0.2989
Africa (FAO),,1981,0.3048
Africa (FAO),,1982,0.27420002
Africa (FAO),,1983,0.2831
Africa (FAO),,1984,0.33310002
Africa (FAO),,1985,0.3203
Africa (FAO),,1986,0.33740002
Africa (FAO),,1987,0.35340002
Africa (FAO),,1988,0.41450003
Africa (FAO),,1989,0.437
Africa (FAO),,1990,0.4203
Africa (FAO),,1991,0.4149
Africa (FAO),,1992,0.45070004
Africa (FAO),,1993,0.44670004
Africa (FAO),,1994,0.4508
Africa (FAO),,1995,0.45090002
Africa (FAO),,1996,0.48400003
Africa (FAO),,1997,0.4609
Africa (FAO),,1998,0.4819
Africa (FAO),,1999,0.4404
Africa (FAO),,2000,0.46520004
Africa (FAO),,2001,0.4541
Africa (FAO),,2002,0.46110004
Africa (FAO),,2003,0.47500002
Africa (FAO),,2004,0.48120004
Africa (FAO),,2005,0.46070004
Africa (FAO),,2006,0.49270004
Africa (FAO),,2007,0.42310002
Africa (FAO),,2008,0.44280002
Africa (FAO),,2009,0.44650003
Africa (FAO),,2010,0.4498
Africa (FAO),,2011,0.46440002
Africa (FAO),,2012,0.4753
Africa (FAO),,2013,0.4629
Africa (FAO),,2014,0.46320003
Africa (FAO),,2015,0.46640003
Africa (FAO),,2016,0.4769
Africa (FAO),,2017,0.4713
Africa (FAO),,2018,0.48160002
Africa (FAO),,2019,0.4814
Africa (FAO),,2020,0.47110003
Africa (FAO),,2021,0.47860003
Africa (FAO),,2022,0.4718
Africa (FAO),,2023,0.4704
Americas (FAO),,1961,0.31550002
Americas (FAO),,1962,0.3078
Americas (FAO),,1963,0.3124
Americas (FAO),,1964,0.32060003
Americas (FAO),,1965,0.3023
Americas (FAO),,1966,0.34780002
Americas (FAO),,1967,0.3658
Americas (FAO),,1968,0.3555
Americas (FAO),,1969,0.36740002
Americas (FAO),,1970,0.35810003
Americas (FAO),,1971,0.39540002
Americas (FAO),,1972,0.41470003
Americas (FAO),,1973,0.386
Americas (FAO),,1974,0.4194
Americas (FAO),,1975,0.47160003
Americas (FAO),,1976,0.42490003
Americas (FAO),,1977,0.44160002
Americas (FAO),,1978,0.46040002
Americas (FAO),,1979,0.50630003
Americas (FAO),,1980,0.4875
Americas (FAO),,1981,0.48110002
Americas (FAO),,1982,0.49
Americas (FAO),,1983,0.45260003
Americas (FAO),,1984,0.44590002
Americas (FAO),,1985,0.54200006
Americas (FAO),,1986,0.5098
Americas (FAO),,1987,0.39350003
Americas (FAO),,1988,0.4513
Americas (FAO),,1989,0.46970004
Americas (FAO),,1990,0.37260002
Americas (FAO),,1991,0.42260003
Americas (FAO),,1992,0.4059
Americas (FAO),,1993,0.41590002
Americas (FAO),,1994,0.41260004
Americas (FAO),,1995,0.3754
Americas (FAO),,1996,0.37110004
Americas (FAO),,1997,0.37050003
Americas (FAO),,1998,0.3543
Americas (FAO),,1999,0.33320004
Americas (FAO),,2000,0.2688
Americas (FAO),,2001,0.2953
Americas (FAO),,2002,0.3053
Americas (FAO),,2003,0.333
Americas (FAO),,2004,0.34270003
Americas (FAO),,2005,0.33170003
Americas (FAO),,2006,0.34070003
Americas (FAO),,2007,0.3359
Americas (FAO),,2008,0.3443
Americas (FAO),,2009,0.3785
Americas (FAO),,2010,0.39630002
Americas (FAO),,2011,0.40810004
Americas (FAO),,2012,0.40270004
Americas (FAO),,2013,0.39710003
Americas (FAO),,2014,0.43
Americas (FAO),,2015,0.44160002
Americas (FAO),,2016,0.40330002
Americas (FAO),,2017,0.49690002
Americas (FAO),,2018,0.5177
Americas (FAO),,2019,0.54420006
Americas (FAO),,2020,0.53040004
Americas (FAO),,2021,0.5289
Americas (FAO),,2022,0.5565
Americas (FAO),,2023,0.5644001
Angola,AGO,1961,0.25
Angola,AGO,1962,0.25
Angola,AGO,1963,0.2143
Angola,AGO,1964,0.2143
Angola,AGO,1965,0.28570002
Angola,AGO,1966,0.2143
Angola,AGO,1967,0.28570002
Angola,AGO,1968,0.25
Angola,AGO,1969,0.15
Angola,AGO,1970,0.11130001
Angola,AGO,1971,0.2457
Angola,AGO,1972,0.28570002
Angola,AGO,1973,0.23330002
Angola,AGO,1974,0.23810002
Angola,AGO,1975,0.23810002
Angola,AGO,1976,0.1429
Angola,AGO,1977,0.1429
Angola,AGO,1978,0.10530001
Angola,AGO,1979,0.10530001
Angola,AGO,1980,0.10530001
Angola,AGO,1981,0.10530001
Angola,AGO,1982,0.10530001
Angola,AGO,1983,0.10530001
Angola,AGO,1984,0.055600002
Angola,AGO,1985,0.055600002
Angola,AGO,1986,0.055600002
Angola,AGO,1987,0.055600002
Angola,AGO,1988,0.055600002
Angola,AGO,1989,0.055600002
Angola,AGO,1990,0.052200004
Angola,AGO,1991,0.07980001
Angola,AGO,1992,0.090900004
Angola,AGO,1993,0.077300005
Angola,AGO,1994,0.076900005
Angola,AGO,1995,0.0768
Angola,AGO,1996,0.0772
Angola,AGO,1997,0.0719
Angola,AGO,1998,0.0787
Angola,AGO,1999,0.0667
Angola,AGO,2000,0.090900004
Angola,AGO,2001,0.09550001
Angola,AGO,2002,0.090500005
Angola,AGO,2003,0.090900004
Angola,AGO,2004,0.102900006
Angola,AGO,2005,0.1067
Angola,AGO,2006,0.110800005
Angola,AGO,2007,0.11800001
Angola,AGO,2008,0.12280001
Angola,AGO,2009,0.12750001
Angola,AGO,2010,0.13210002
Angola,AGO,2011,0.13630001
Angola,AGO,2012,0.16000001
Angola,AGO,2013,0.16080001
Angola,AGO,2014,0.1534
Angola,AGO,2015,0.15100001
Angola,AGO,2016,0.162
Angola,AGO,2017,0.1624
Angola,AGO,2018,0.1609
Angola,AGO,2019,0.16350001
Angola,AGO,2020,0.16100001
Angola,AGO,2021,0.1619
Angola,AGO,2022,0.16210002
Angola,AGO,2023,0.16170001
Asia,,1961,0.26416487
Asia,,1962,0.2651488
Asia,,1963,0.28967553
Asia,,1964,0.29577848
Asia,,1965,0.27771997
Asia,,1966,0.30557
Asia,,1967,0.3018604
Asia,,1968,0.31668752
Asia,,1969,0.33153147
Asia,,1970,0.36217216
Asia,,1971,0.3631838
Asia,,1972,0.28067976
Asia,,1973,0.42148423
Asia,,1974,0.5396172
Asia,,1975,0.5592501
Asia,,1976,0.54634947
Asia,,1977,0.52718705
Asia,,1978,0.67622936
Asia,,1979,0.7567913
Asia,,1980,0.6650112
Asia,,1981,0.74130553
Asia,,1982,0.7917121
Asia,,1983,0.7205833
Asia,,1984,0.72310096
Asia,,1985,0.7774379
Asia,,1986,0.7416019
Asia,,1987,0.8018622
Asia,,1988,0.84672433
Asia,,1989,0.8348295
Asia,,1990,0.81213313
Asia,,1991,0.6754993
Asia,,1992,0.72731566
Asia,,1993,0.73994356
Asia,,1994,0.6572914
Asia,,1995,0.7147386
Asia,,1996,0.8126629
Asia,,1997,0.8062666
Asia,,1998,1.0155017
Asia,,1999,0.582943
Asia,,2000,0.59117156
Asia,,2001,0.71359646
Asia,,2002,0.7946615
Asia,,2003,0.717421
Asia,,2004,0.6332083
Asia,,2005,0.63881046
Asia,,2006,0.8351591
Asia,,2007,0.79562
Asia,,2008,0.5693912
Asia,,2009,0.51253915
Asia,,2010,0.508597
Asia,,2011,0.40484816
Asia,,2012,0.39363435
Asia,,2013,0.4054466
Asia,,2014,0.41169256
Asia,,2015,0.33950493
Asia,,2016,0.3761688
Asia,,2017,0.34796444
Asia,,2018,0.4571234
Asia,,2019,0.4544868
Asia,,2020,0.46039405
Asia,,2021,0.44082573
Asia,,2022,0.4405835
Asia,,2023,0.43879208
Asia (FAO),,1961,0.26420003
Asia (FAO),,1962,0.26510003
Asia (FAO),,1963,0.28970003
Asia (FAO),,1964,0.2958
Asia (FAO),,1965,0.27770004
Asia (FAO),,1966,0.30560002
Asia (FAO),,1967,0.3019
Asia (FAO),,1968,0.31670004
Asia (FAO),,1969,0.33150002
Asia (FAO),,1970,0.36220002
Asia (FAO),,1971,0.36320004
Asia (FAO),,1972,0.28070003
Asia (FAO),,1973,0.42150003
Asia (FAO),,1974,0.5396
Asia (FAO),,1975,0.5593
Asia (FAO),,1976,0.5463
Asia (FAO),,1977,0.52720004
Asia (FAO),,1978,0.67620003
Asia (FAO),,1979,0.7568
Asia (FAO),,1980,0.665
Asia (FAO),,1981,0.74130005
Asia (FAO),,1982,0.79170007
Asia (FAO),,1983,0.7206
Asia (FAO),,1984,0.7231
Asia (FAO),,1985,0.7774001
Asia (FAO),,1986,0.74160004
Asia (FAO),,1987,0.8019001
Asia (FAO),,1988,0.8467001
Asia (FAO),,1989,0.8348
Asia (FAO),,1990,0.8121
Asia (FAO),,1991,0.67550004
Asia (FAO),,1992,0.72730005
Asia (FAO),,1993,0.73990005
Asia (FAO),,1994,0.6573
Asia (FAO),,1995,0.71470004
Asia (FAO),,1996,0.81270003
Asia (FAO),,1997,0.80630004
Asia (FAO),,1998,1.0155001
Asia (FAO),,1999,0.58290005
Asia (FAO),,2000,0.59120005
Asia (FAO),,2001,0.7136
Asia (FAO),,2002,0.7947
Asia (FAO),,2003,0.7174001
Asia (FAO),,2004,0.63320005
Asia (FAO),,2005,0.6388
Asia (FAO),,2006,0.8352001
Asia (FAO),,2007,0.7956
Asia (FAO),,2008,0.5694001
Asia (FAO),,2009,0.51250005
Asia (FAO),,2010,0.50860006
Asia (FAO),,2011,0.4048
Asia (FAO),,2012,0.39360002
Asia (FAO),,2013,0.4054
Asia (FAO),,2014,0.41170004
Asia (FAO),,2015,0.3395
Asia (FAO),,2016,0.37620002
Asia (FAO),,2017,0.34800002
Asia (FAO),,2018,0.45710003
Asia (FAO),,2019,0.45450002
Asia (FAO),,2020,0.46040002
Asia (FAO),,2021,0.4408
Asia (FAO),,2022,0.44060004
Asia (FAO),,2023,0.4388
Belize,BLZ,1961,0.2125
Belize,BLZ,1962,0.2
Belize,BLZ,1963,0.24170001
Belize,BLZ,1964,0.23810002
Belize,BLZ,1965,0.25
Belize,BLZ,1966,0.2222
Belize,BLZ,1967,0.25
Belize,BLZ,1968,0.23330002
Belize,BLZ,1969,0.24000001
Belize,BLZ,1970,0.2125
Belize,BLZ,1971,0.2222
Belize,BLZ,1972,0.25
Belize,BLZ,1973,0.2467
Belize,BLZ,1974,0.25
Belize,BLZ,1975,0.24710001
Belize,BLZ,1976,0.24710001
Belize,BLZ,1977,0.25
Belize,BLZ,1978,0.25
Belize,BLZ,1979,0.25
Belize,BLZ,1980,0.2588
Belize,BLZ,1981,0.2588
Belize,BLZ,1982,0.28970003
Belize,BLZ,1983,0.28470004
Belize,BLZ,1984,0.36670002
Belize,BLZ,1985,0.3765
Belize,BLZ,1986,0.381
Belize,BLZ,1987,0.36670002
Belize,BLZ,1988,0.31670004
Belize,BLZ,1989,0.1529
Belize,BLZ,1990,0.2272
Belize,BLZ,1991,0.14220001
Belize,BLZ,1992,0.17960002
Belize,BLZ,1993,0.1304
Belize,BLZ,1994,0.0405
Belize,BLZ,1995,0.080400005
Belize,BLZ,1996,0.1763
Belize,BLZ,1997,0.1522
Belize,BLZ,1998,0.1327
Belize,BLZ,1999,0.30260003
Belize,BLZ,2000,0.3659
Belize,BLZ,2001,0.3659
Belize,BLZ,2002,0.625
Belize,BLZ,2003,0.6833
Belize,BLZ,2004,0.74070007
Belize,BLZ,2005,0.68750006
Belize,BLZ,2006,0.67190003
Belize,BLZ,2007,0.8065
Belize,BLZ,2008,0.47620004
Belize,BLZ,2009,0.32230002
Belize,BLZ,2010,0.2149
Belize,BLZ,2011,0.1287
Belize,BLZ,2012,0.33660004
Belize,BLZ,2013,0.1026
Belize,BLZ,2014,0.105900005
Belize,BLZ,2015,0.10490001
Belize,BLZ,2016,0.3151
Belize,BLZ,2017,0.5951
Belize,BLZ,2018,0.4433
Belize,BLZ,2019,0.40770003
Belize,BLZ,2020,0.49
Belize,BLZ,2021,0.51620007
Belize,BLZ,2022,0.60940003
Belize,BLZ,2023,0.2968
Bolivia,BOL,1961,0.31870002
Bolivia,BOL,1962,0.31570002
Bolivia,BOL,1963,0.3463
Bolivia,BOL,1964,0.3431
Bolivia,BOL,1965,0.3633
Bolivia,BOL,1966,0.32720003
Bolivia,BOL,1967,0.3599
Bolivia,BOL,1968,0.36
Bolivia,BOL,1969,0.35620004
Bolivia,BOL,1970,0.35140002
Bolivia,BOL,1971,0.53270006
Bolivia,BOL,1972,0.53040004
Bolivia,BOL,1973,0.3028
Bolivia,BOL,1974,0.5101
Bolivia,BOL,1975,0.5734001
Bolivia,BOL,1976,0.5793
Bolivia,BOL,1977,0.5873
Bolivia,BOL,1978,0.544
Bolivia,BOL,1979,0.5012
Bolivia,BOL,1980,0.53940004
Bolivia,BOL,1981,0.52340007
Bolivia,BOL,1982,0.5472
Bolivia,BOL,1983,0.5202
Bolivia,BOL,1984,0.6043
Bolivia,BOL,1985,0.6442
Bolivia,BOL,1986,0.64000005
Bolivia,BOL,1987,0.65470004
Bolivia,BOL,1988,0.6536
Bolivia,BOL,1989,0.6571
Bolivia,BOL,1990,0.6511
Bolivia,BOL,1991,0.65990007
Bolivia,BOL,1992,0.63870007
Bolivia,BOL,1993,0.6625
Bolivia,BOL,1994,0.67840004
Bolivia,BOL,1995,0.67480004
Bolivia,BOL,1996,0.6713
Bolivia,BOL,1997,0.68970007
Bolivia,BOL,1998,0.68970007
Bolivia,BOL,1999,0.7216
Bolivia,BOL,2000,0.735
Bolivia,BOL,2001,0.7372
Bolivia,BOL,2002,0.73740005
Bolivia,BOL,2003,0.80490005
Bolivia,BOL,2004,0.8173
Bolivia,BOL,2005,0.8251
Bolivia,BOL,2006,0.8378
Bolivia,BOL,2007,0.8594001
Bolivia,BOL,2008,0.8665
Bolivia,BOL,2009,0.5324001
Bolivia,BOL,2010,0.5341
Bolivia,BOL,2011,0.5393
Bolivia,BOL,2012,0.45290002
Bolivia,BOL,2013,0.5403
Bolivia,BOL,2014,0.5855
Bolivia,BOL,2015,0.5906
Bolivia,BOL,2016,0.59690005
Bolivia,BOL,2017,0.5336
Bolivia,BOL,2018,0.5653
Bolivia,BOL,2019,0.5618
Bolivia,BOL,2020,0.5684
Bolivia,BOL,2021,0.5693
Bolivia,BOL,2022,0.5597
Bolivia,BOL,2023,0.5612
Brazil,BRA,1961,0.32870004
Brazil,BRA,1962,0.30200002
Brazil,BRA,1963,0.3055
Brazil,BRA,1964,0.31550002
Brazil,BRA,1965,0.3334
Brazil,BRA,1966,0.3793
Brazil,BRA,1967,0.4115
Brazil,BRA,1968,0.34510002
Brazil,BRA,1969,0.48250002
Brazil,BRA,1970,0.44390002
Brazil,BRA,1971,0.48850003
Brazil,BRA,1972,0.5148
Brazil,BRA,1973,0.4708
Brazil,BRA,1974,0.47660002
Brazil,BRA,1975,0.6251
Brazil,BRA,1976,0.5691
Brazil,BRA,1977,0.6051
Brazil,BRA,1978,0.6409001
Brazil,BRA,1979,0.7415
Brazil,BRA,1980,0.6614001
Brazil,BRA,1981,0.66470003
Brazil,BRA,1982,0.6585
Brazil,BRA,1983,0.64370006
Brazil,BRA,1984,0.56270003
Brazil,BRA,1985,0.66370004
Brazil,BRA,1986,0.6998
Brazil,BRA,1987,0.5069
Brazil,BRA,1988,0.56130004
Brazil,BRA,1989,0.5946
Brazil,BRA,1990,0.38540003
Brazil,BRA,1991,0.48060003
Brazil,BRA,1992,0.44910002
Brazil,BRA,1993,0.4643
Brazil,BRA,1994,0.47320002
Brazil,BRA,1995,0.40170002
Brazil,BRA,1996,0.38790002
Brazil,BRA,1997,0.38840002
Brazil,BRA,1998,0.39560002
Brazil,BRA,1999,0.30100003
Brazil,BRA,2000,0.2788
Brazil,BRA,2001,0.2789
Brazil,BRA,2002,0.30020002
Brazil,BRA,2003,0.28770003
Brazil,BRA,2004,0.3068
Brazil,BRA,2005,0.3336
Brazil,BRA,2006,0.328
Brazil,BRA,2007,0.32060003
Brazil,BRA,2008,0.31500003
Brazil,BRA,2009,0.34350002
Brazil,BRA,2010,0.3563
Brazil,BRA,2011,0.36520004
Brazil,BRA,2012,0.37
Brazil,BRA,2013,0.37170002
Brazil,BRA,2014,0.3888
Brazil,BRA,2015,0.39600003
Brazil,BRA,2016,0.29700002
Brazil,BRA,2017,0.39910004
Brazil,BRA,2018,0.4146
Brazil,BRA,2019,0.44590002
Brazil,BRA,2020,0.4584
Brazil,BRA,2021,0.5029
Brazil,BRA,2022,0.49940002
Brazil,BRA,2023,0.4833
Cameroon,CMR,1961,0.19760002
Cameroon,CMR,1962,0.2
Cameroon,CMR,1963,0.2237
Cameroon,CMR,1964,0.24000001
Cameroon,CMR,1965,0.20740001
Cameroon,CMR,1966,0.21900001
Cameroon,CMR,1967,0.24470001
Cameroon,CMR,1968,0.27570003
Cameroon,CMR,1969,0.2893
Cameroon,CMR,1970,0.34300002
Cameroon,CMR,1971,0.34960002
Cameroon,CMR,1972,0.3913
Cameroon,CMR,1973,0.3718
Cameroon,CMR,1974,0.3554
Cameroon,CMR,1975,0.2743
Cameroon,CMR,1976,0.202
Cameroon,CMR,1977,0.24820001
Cameroon,CMR,1978,0.26070002
Cameroon,CMR,1979,0.287
Cameroon,CMR,1980,0.26360002
Cameroon,CMR,1981,0.2781
Cameroon,CMR,1982,0.25770003
Cameroon,CMR,1983,0.25620002
Cameroon,CMR,1984,0.2878
Cameroon,CMR,1985,0.27770004
Cameroon,CMR,1986,0.30020002
Cameroon,CMR,1987,0.3018
Cameroon,CMR,1988,0.30810001
Cameroon,CMR,1989,0.29930001
Cameroon,CMR,1990,0.3194
Cameroon,CMR,1991,0.3
Cameroon,CMR,1992,0.2878
Cameroon,CMR,1993,0.307
Cameroon,CMR,1994,0.30570003
Cameroon,CMR,1995,0.37220004
Cameroon,CMR,1996,0.34170002
Cameroon,CMR,1997,0.3379
Cameroon,CMR,1998,0.333
Cameroon,CMR,1999,0.31350002
Cameroon,CMR,2000,0.33020002
Cameroon,CMR,2001,0.33520004
Cameroon,CMR,2002,0.342
Cameroon,CMR,2003,0.34440002
Cameroon,CMR,2004,0.3403
Cameroon,CMR,2005,0.35000002
Cameroon,CMR,2006,0.374
Cameroon,CMR,2007,0.38660002
Cameroon,CMR,2008,0.3885
Cameroon,CMR,2009,0.3925
Cameroon,CMR,2010,0.3941
Cameroon,CMR,2011,0.35820004
Cameroon,CMR,2012,0.4014
Cameroon,CMR,2013,0.4104
Cameroon,CMR,2014,0.37690002
Cameroon,CMR,2015,0.40390003
Cameroon,CMR,2016,0.6618
Cameroon,CMR,2017,0.41750002
Cameroon,CMR,2018,0.48180002
Cameroon,CMR,2019,0.44790003
Cameroon,CMR,2020,0.4839
Cameroon,CMR,2021,0.48490003
Cameroon,CMR,2022,0.4864
Cameroon,CMR,2023,0.49400002
Caribbean (FAO),,1961,0.42040002
Caribbean (FAO),,1962,0.404
Caribbean (FAO),,1963,0.42850003
Caribbean (FAO),,1964,0.44160002
Caribbean (FAO),,1965,0.34120002
Caribbean (FAO),,1966,0.35140002
Caribbean (FAO),,1967,0.33800003
Caribbean (FAO),,1968,0.36
Caribbean (FAO),,1969,0.3383
Caribbean (FAO),,1970,0.35520002
Caribbean (FAO),,1971,0.3384
Caribbean (FAO),,1972,0.33960003
Caribbean (FAO),,1973,0.3303
Caribbean (FAO),,1974,0.3386
Caribbean (FAO),,1975,0.3398
Caribbean (FAO),,1976,0.32510003
Caribbean (FAO),,1977,0.32320002
Caribbean (FAO),,1978,0.3508
Caribbean (FAO),,1979,0.32590002
Caribbean (FAO),,1980,0.28210002
Caribbean (FAO),,1981,0.3061
Caribbean (FAO),,1982,0.2673
Caribbean (FAO),,1983,0.30520004
Caribbean (FAO),,1984,0.3378
Caribbean (FAO),,1985,0.3023
Caribbean (FAO),,1986,0.2949
Caribbean (FAO),,1987,0.2579
Caribbean (FAO),,1988,0.30560002
Caribbean (FAO),,1989,0.38060004
Caribbean (FAO),,1990,0.34390002
Caribbean (FAO),,1991,0.36870003
Caribbean (FAO),,1992,0.3916
Caribbean (FAO),,1993,0.4
Caribbean (FAO),,1994,0.43610004
Caribbean (FAO),,1995,0.36520004
Caribbean (FAO),,1996,0.4101
Caribbean (FAO),,1997,0.3458
Caribbean (FAO),,1998,0.3703
Caribbean (FAO),,1999,0.24860002
Caribbean (FAO),,2000,0.2538
Caribbean (FAO),,2001,0.35700002
Caribbean (FAO),,2002,0.342
Caribbean (FAO),,2003,0.3555
Caribbean (FAO),,2004,0.35920003
Caribbean (FAO),,2005,0.22170001
Caribbean (FAO),,2006,0.30020002
Caribbean (FAO),,2007,0.29700002
Caribbean (FAO),,2008,0.3064
Caribbean (FAO),,2009,0.3594
Caribbean (FAO),,2010,0.37950003
Caribbean (FAO),,2011,0.36120003
Caribbean (FAO),,2012,0.4656
Caribbean (FAO),,2013,0.43810004
Caribbean (FAO),,2014,0.4488
Caribbean (FAO),,2015,0.4698
Caribbean (FAO),,2016,0.4828
Caribbean (FAO),,2017,0.5242
Caribbean (FAO),,2018,0.5146
Caribbean (FAO),,2019,0.47090003
Caribbean (FAO),,2020,0.4283
Caribbean (FAO),,2021,0.42850003
Caribbean (FAO),,2022,0.43360004
Caribbean (FAO),,2023,0.42650002
Central African Republic,CAF,1961,0.0233
Central African Republic,CAF,1962,0.022000002
Central African Republic,CAF,1963,0.022200001
Central African Republic,CAF,1964,0.0218
Central African Republic,CAF,1965,0.022200001
Central African Republic,CAF,1966,0.0233
Central African Republic,CAF,1967,0.028800001
Central African Republic,CAF,1968,0.021100001
Central African Republic,CAF,1969,0.027200002
Central African Republic,CAF,1970,0.036500003
Central African Republic,CAF,1971,0.0273
Central African Republic,CAF,1972,0.040900003
Central African Republic,CAF,1973,0.0333
Central African Republic,CAF,1974,0.046200003
Central African Republic,CAF,1975,0.05
Central African Republic,CAF,1976,0.0308
Central African Republic,CAF,1977,0.046200003
Central African Republic,CAF,1978,0.05
Central African Republic,CAF,1979,0.013600001
Central African Republic,CAF,1980,0.020000001
Central African Republic,CAF,1981,0.030000001
Central African Republic,CAF,1982,0.040000003
Central African Republic,CAF,1983,0.0364
Central African Republic,CAF,1984,0.038200002
Central African Republic,CAF,1985,0.038200002
Central African Republic,CAF,1986,0.040000003
Central African Republic,CAF,1987,0.040000003
Central African Republic,CAF,1988,0.040900003
Central African Republic,CAF,1989,0.0418
Central African Republic,CAF,1990,0.0633
Central African Republic,CAF,1991,0.045900002
Central African Republic,CAF,1992,0.0463
Central African Republic,CAF,1993,0.046700004
Central African Republic,CAF,1994,0.0472
Central African Republic,CAF,1995,0.0476
Central African Republic,CAF,1996,0.048
Central African Republic,CAF,1997,0.048400003
Central African Republic,CAF,1998,0.048800003
Central African Republic,CAF,1999,0.049200002
Central African Republic,CAF,2000,0.0496
Central African Republic,CAF,2001,0.05
Central African Republic,CAF,2002,0.050400004
Central African Republic,CAF,2003,0.050800003
Central African Republic,CAF,2004,0.0513
Central African Republic,CAF,2005,0.0498
Central African Republic,CAF,2006,0.05
Central African Republic,CAF,2007,0.055600002
Central African Republic,CAF,2008,0.05
Central African Republic,CAF,2009,0.05
Central African Republic,CAF,2010,0.0507
Central African Republic,CAF,2011,0.0506
Central African Republic,CAF,2012,0.05
Central African Republic,CAF,2013,0.05
Central African Republic,CAF,2014,0.0506
Central African Republic,CAF,2015,0.0507
Central African Republic,CAF,2016,0.0505
Central African Republic,CAF,2017,0.0506
Central African Republic,CAF,2018,0.052900005
Central African Republic,CAF,2019,0.0513
Central African Republic,CAF,2020,0.0516
Central African Republic,CAF,2021,0.052
Central African Republic,CAF,2022,0.051700003
Central African Republic,CAF,2023,0.0518
Central America (FAO),,1961,0.37550002
Central America (FAO),,1962,0.41420004
Central America (FAO),,1963,0.3989
Central America (FAO),,1964,0.3023
Central America (FAO),,1965,0.2834
Central America (FAO),,1966,0.3176
Central America (FAO),,1967,0.3184
Central America (FAO),,1968,0.3383
Central America (FAO),,1969,0.3034
Central America (FAO),,1970,0.3064
Central America (FAO),,1971,0.30200002
Central America (FAO),,1972,0.42710003
Central America (FAO),,1973,0.37070003
Central America (FAO),,1974,0.3838
Central America (FAO),,1975,0.42040002
Central America (FAO),,1976,0.3905
Central America (FAO),,1977,0.3869
Central America (FAO),,1978,0.5306
Central America (FAO),,1979,0.48400003
Central America (FAO),,1980,0.4744
Central America (FAO),,1981,0.41480002
Central America (FAO),,1982,0.54740006
Central America (FAO),,1983,0.5076
Central America (FAO),,1984,0.4853
Central America (FAO),,1985,0.6376
Central America (FAO),,1986,0.5684
Central America (FAO),,1987,0.546
Central America (FAO),,1988,0.6381
Central America (FAO),,1989,0.60590005
Central America (FAO),,1990,0.49960002
Central America (FAO),,1991,0.5343
Central America (FAO),,1992,0.49520004
Central America (FAO),,1993,0.59220004
Central America (FAO),,1994,0.47720003
Central America (FAO),,1995,0.4799
Central America (FAO),,1996,0.39850003
Central America (FAO),,1997,0.4903
Central America (FAO),,1998,0.48800004
Central America (FAO),,1999,0.44790003
Central America (FAO),,2000,0.3398
Central America (FAO),,2001,0.5653
Central America (FAO),,2002,0.5838
Central America (FAO),,2003,0.6398
Central America (FAO),,2004,0.57870007
Central America (FAO),,2005,0.63420004
Central America (FAO),,2006,0.63820004
Central America (FAO),,2007,0.66490006
Central America (FAO),,2008,0.6411
Central America (FAO),,2009,0.63530004
Central America (FAO),,2010,0.5956
Central America (FAO),,2011,0.5809001
