"Country","Code","Year","Production (tonnes)","Yield (tonnes/hectare)","prediction"
"Bolivia","BOL",2016,6143,0.59690005,"Normal"
"Bolivia","BOL",2017,5518,0.5336,"Normal"
"Bolivia","BOL",2018,5845.99,0.5653,"Normal"
"Bolivia","BOL",2019,5835,0.5618,"Normal"
"Bolivia","BOL",2020,5875,0.5684,"Normal"
"Bolivia","BOL",2021,5883.99,0.5693,"Normal"
"Bolivia","BOL",2022,5791.55,0.5597,"Normal"
"Bolivia","BOL",2023,5971.18,0.5612,"Normal"
"Brazil","BRA",1961,155901,0.32870004,"Normal"
"Brazil","BRA",1962,140363,0.30200002,"Normal"
"Brazil","BRA",1963,143495,0.3055,"Normal"
"Brazil","BRA",1964,153685,0.31550002,"Normal"
"Brazil","BRA",1965,160823,0.3334,"Normal"
"Brazil","BRA",1966,172900,0.3793,"Normal"
"Brazil","BRA",1967,194692,0.4115,"Normal"
"Brazil","BRA",1968,149338,0.34510002,"Normal"
"Brazil","BRA",1969,211162,0.48250002,"Normal"
"Brazil","BRA",1970,197061,0.44390002,"Normal"
"Brazil","BRA",1971,218701,0.48850003,"Normal"
"Brazil","BRA",1972,221469,0.5148,"Normal"
"Brazil","BRA",1973,195916,0.4708,"Normal"
"Brazil","BRA",1974,242400,0.47660002,"Normal"
"Brazil","BRA",1975,281887,0.6251,"Normal"
"Brazil","BRA",1976,231796,0.5691,"Normal"
"Brazil","BRA",1977,249755,0.6051,"Normal"
"Brazil","BRA",1978,284490,0.6409001,"Normal"
"Brazil","BRA",1979,336326,0.7415,"Normal"
"Brazil","BRA",1980,319141,0.6614001,"Normal"
"Brazil","BRA",1981,335625,0.66470003,"Normal"
"Brazil","BRA",1982,351149,0.6585,"Normal"
"Brazil","BRA",1983,380256,0.64370006,"Normal"
"Brazil","BRA",1984,329903,0.56270003,"Normal"
"Brazil","BRA",1985,430789,0.66370004,"Normal"
"Brazil","BRA",1986,459477,0.6998,"Normal"
"Brazil","BRA",1987,328740,0.5069,"Normal"
"Brazil","BRA",1988,374491,0.56130004,"Normal"
"Brazil","BRA",1989,392184,0.5946,"Normal"
"Brazil","BRA",1990,256246,0.38540003,"Normal"
"Brazil","BRA",1991,320967,0.48060003,"Normal"
"Brazil","BRA",1992,328518,0.44910002,"Normal"
"Brazil","BRA",1993,340885,0.4643,"Normal"
"Brazil","BRA",1994,330577,0.47320002,"Normal"
"Brazil","BRA",1995,296705,0.40170002,"Normal"
"Brazil","BRA",1996,256777,0.38790002,"Normal"
"Brazil","BRA",1997,277966,0.38840002,"Normal"
"Brazil","BRA",1998,280801,0.39560002,"Normal"
"Brazil","BRA",1999,205003,0.30100003,"Normal"
"Brazil","BRA",2000,196788,0.2788,"Normal"
"Brazil","BRA",2001,185662,0.2789,"Normal"
"Brazil","BRA",2002,174796,0.30020002,"Normal"
"Brazil","BRA",2003,170004,0.28770003,"Normal"
"Brazil","BRA",2004,196005,0.3068,"Normal"
"Brazil","BRA",2005,208620,0.3336,"Normal"
"Brazil","BRA",2006,212270,0.328,"Normal"
"Brazil","BRA",2007,201651,0.32060003,"Normal"
"Brazil","BRA",2008,202030,0.31500003,"Normal"
"Brazil","BRA",2009,218487,0.34350002,"Normal"
"Brazil","BRA",2010,235389,0.3563,"Normal"
"Brazil","BRA",2011,248524,0.36520004,"Normal"
"Brazil","BRA",2012,253211,0.37,"Normal"
"Brazil","BRA",2013,256186,0.37170002,"Normal"
"Brazil","BRA",2014,273793,0.3888,"Normal"
"Brazil","BRA",2015,278299,0.39600003,"Normal"
"Brazil","BRA",2016,213871,0.29700002,"Normal"
"Brazil","BRA",2017,235809,0.39910004,"Normal"
"Brazil","BRA",2018,239318,0.4146,"Normal"
"Brazil","BRA",2019,259451,0.44590002,"Normal"
"Brazil","BRA",2020,269740,0.4584,"Normal"
"Brazil","BRA",2021,302126,0.5029,"Normal"
"Brazil","BRA",2022,301026,0.49940002,"Normal"
"Brazil","BRA",2023,296145,0.4833,"Normal"
"Cameroon","CMR",1961,75100,0.19760002,"Normal"
"Cameroon","CMR",1962,76000,0.2,"Normal"
"Cameroon","CMR",1963,85000,0.2237,"Normal"
"Cameroon","CMR",1964,91200,0.24000001,"Normal"
"Cameroon","CMR",1965,78800,0.20740001,"Normal"
"Cameroon","CMR",1966,86500,0.21900001,"Normal"
"Cameroon","CMR",1967,93000,0.24470001,"Normal"
"Cameroon","CMR",1968,102000,0.27570003,"Normal"
"Cameroon","CMR",1969,108186,0.2893,"Normal"
"Cameroon","CMR",1970,133770,0.34300002,"Normal"
"Cameroon","CMR",1971,138775,0.34960002,"Normal"
"Cameroon","CMR",1972,126780,0.3913,"Normal"
"Cameroon","CMR",1973,132245,0.3718,"Normal"
"Cameroon","CMR",1974,120014,0.3554,"Normal"
"Cameroon","CMR",1975,96000,0.2743,"Normal"
"Cameroon","CMR",1976,82500,0.202,"Normal"
"Cameroon","CMR",1977,107000,0.24820001,"Normal"
"Cameroon","CMR",1978,110865,0.26070002,"Normal"
"Cameroon","CMR",1979,123179,0.287,"Normal"
"Cameroon","CMR",1980,117053,0.26360002,"Normal"
"Cameroon","CMR",1981,118344,0.2781,"Normal"
"Cameroon","CMR",1982,105153,0.25770003,"Normal"
"Cameroon","CMR",1983,108900,0.25620002,"Normal"
"Cameroon","CMR",1984,120894,0.2878,"Normal"
"Cameroon","CMR",1985,118320,0.27770004,"Normal"
"Cameroon","CMR",1986,123090,0.30020002,"Normal"
"Cameroon","CMR",1987,132800,0.3018,"Normal"
"Cameroon","CMR",1988,129400,0.30810001,"Normal"
"Cameroon","CMR",1989,125700,0.29930001,"Normal"
"Cameroon","CMR",1990,115000,0.3194,"Normal"
"Cameroon","CMR",1991,105000,0.3,"Normal"
"Cameroon","CMR",1992,97835,0.2878,"Normal"
"Cameroon","CMR",1993,99000,0.307,"Normal"
"Cameroon","CMR",1994,107000,0.30570003,"Normal"
"Cameroon","CMR",1995,134000,0.37220004,"Normal"
"Cameroon","CMR",1996,125726,0.34170002,"Normal"
"Cameroon","CMR",1997,126807,0.3379,"Normal"
"Cameroon","CMR",1998,125000,0.333,"Normal"
"Cameroon","CMR",1999,116000,0.31350002,"Normal"
"Cameroon","CMR",2000,122600,0.33020002,"Normal"
"Cameroon","CMR",2001,122100,0.33520004,"Normal"
"Cameroon","CMR",2002,125000,0.342,"Normal"
"Cameroon","CMR",2003,154965,0.34440002,"Normal"
"Cameroon","CMR",2004,166754,0.3403,"Normal"
"Cameroon","CMR",2005,140000,0.35000002,"Normal"
"Cameroon","CMR",2006,164553,0.374,"Normal"
"Cameroon","CMR",2007,212619,0.38660002,"Normal"
"Cameroon","CMR",2008,229203,0.3885,"Normal"
"Cameroon","CMR",2009,235500,0.3925,"Normal"
"Cameroon","CMR",2010,264077,0.3941,"Normal"
"Cameroon","CMR",2011,240000,0.35820004,"Normal"
"Cameroon","CMR",2012,268941,0.4014,"Normal"
"Cameroon","CMR",2013,275000,0.4104,"Normal"
"Cameroon","CMR",2014,269228,0.37690002,"Normal"
"Cameroon","CMR",2015,310000,0.40390003,"Normal"
"Cameroon","CMR",2016,344752,0.6618,"Normal"
"Cameroon","CMR",2017,322247.8,0.41750002,"Normal"
"Cameroon","CMR",2018,317530.3,0.48180002,"Normal"
"Cameroon","CMR",2019,301255.2,0.44790003,"Normal"
"Cameroon","CMR",2020,280077,0.4839,"Normal"
"Cameroon","CMR",2021,295000,0.48490003,"Normal"
"Cameroon","CMR",2022,290000,0.4864,"Normal"
"Cameroon","CMR",2023,295819.38,0.49400002,"Normal"
"Central African Republic","CAF",1961,7,0.0233,"Normal"
"Central African Republic","CAF",1962,11,0.022000002,"Normal"
"Central African Republic","CAF",1963,10,0.022200001,"Normal"
"Central African Republic","CAF",1964,12,0.0218,"Normal"
"Central African Republic","CAF",1965,20,0.022200001,"Normal"
"Central African Republic","CAF",1966,19,0.0233,"Normal"
"Central African Republic","CAF",1967,27,0.028800001,"Normal"
"Central African Republic","CAF",1968,19,0.021100001,"Normal"
"Central African Republic","CAF",1969,25,0.027200002,"Normal"
"Central African Republic","CAF",1970,35,0.036500003,"Normal"
"Central African Republic","CAF",1971,30,0.0273,"Normal"
"Central African Republic","CAF",1972,45,0.040900003,"Normal"
"Central African Republic","CAF",1973,40,0.0333,"Normal"
"Central African Republic","CAF",1974,60,0.046200003,"Normal"
"Central African Republic","CAF",1975,80,0.05,"Normal"
"Central African Republic","CAF",1976,40,0.0308,"Normal"
"Central African Republic","CAF",1977,60,0.046200003,"Normal"
"Central African Republic","CAF",1978,80,0.05,"Normal"
"Central African Republic","CAF",1979,15,0.013600001,"Normal"
"Central African Republic","CAF",1980,20,0.020000001,"Normal"
"Central African Republic","CAF",1981,30,0.030000001,"Normal"
"Central African Republic","CAF",1982,40,0.040000003,"Normal"
"Central African Republic","CAF",1983,40,0.0364,"Normal"
"Central African Republic","CAF",1984,42,0.038200002,"Normal"
"Central African Republic","CAF",1985,42,0.038200002,"Normal"
"Central African Republic","CAF",1986,44,0.040000003,"Normal"
"Central African Republic","CAF",1987,44,0.040000003,"Normal"
"Central African Republic","CAF",1988,45,0.040900003,"Normal"
"Central African Republic","CAF",1989,46,0.0418,"Normal"
"Central African Republic","CAF",1990,48,0.0633,"Normal"
"Central African Republic","CAF",1991,49,0.045900002,"Normal"
"Central African Republic","CAF",1992,50,0.0463,"Normal"
"Central African Republic","CAF",1993,54.66,0.046700004,"Normal"
"Central African Republic","CAF",1994,55.51,0.0472,"Normal"
"Central African Republic","CAF",1995,56.95,0.0476,"Normal"
"Central African Republic","CAF",1996,47.96,0.048,"Normal"
"Central African Republic","CAF",1997,62.08,0.048400003,"Normal"
"Central African Republic","CAF",1998,65.76,0.048800003,"Normal"
"Central African Republic","CAF",1999,72.57,0.049200002,"Normal"
"Central African Republic","CAF",2000,77.75,0.0496,"Normal"
"Central African Republic","CAF",2001,82.36,0.05,"Normal"
"Central African Republic","CAF",2002,69.86,0.050400004,"Normal"
"Central African Republic","CAF",2003,72.47,0.050800003,"Normal"
"Central African Republic","CAF",2004,75.39,0.0513,"Normal"
"Central African Republic","CAF",2005,79.66,0.0498,"Normal"
"Central African Republic","CAF",2006,100,0.05,"Normal"
"Central African Republic","CAF",2007,250,0.055600002,"Normal"
"Central African Republic","CAF",2008,200,0.05,"Normal"
"Central African Republic","CAF",2009,100,0.05,"Normal"
"Central African Republic","CAF",2010,120.65,0.0507,"Normal"
"Central African Republic","CAF",2011,124.24,0.0506,"Normal"
"Central African Republic","CAF",2012,120,0.05,"Normal"
"Central African Republic","CAF",2013,115,0.05,"Normal"
"Central African Republic","CAF",2014,122.5,0.0506,"Normal"
"Central African Republic","CAF",2015,143.09,0.0507,"Normal"
"Central African Republic","CAF",2016,126.86,0.0505,"Normal"
"Central African Republic","CAF",2017,130.82,0.0506,"Normal"
"Central African Republic","CAF",2018,139.79,0.052900005,"Normal"
"Central African Republic","CAF",2019,132.49,0.0513,"Normal"
"Central African Republic","CAF",2020,134.36,0.0516,"Normal"
"Central African Republic","CAF",2021,135.55,0.052,"Normal"
"Central African Republic","CAF",2022,134.13,0.051700003,"Normal"
"Central African Republic","CAF",2023,134.68,0.0518,"Normal"
"Colombia","COL",1961,14300,0.43330002,"Normal"
"Colombia","COL",1962,15000,0.44120005,"Normal"
"Colombia","COL",1963,15700,0.44860002,"Normal"
"Colombia","COL",1964,16400,0.44320002,"Normal"
"Colombia","COL",1965,17100,0.45720002,"Normal"
"Colombia","COL",1966,17800,0.4684,"Normal"
"Colombia","COL",1967,17000,0.4595,"Normal"
"Colombia","COL",1968,18000,0.46150002,"Normal"
"Colombia","COL",1969,18500,0.44790003,"Normal"
"Colombia","COL",1970,19000,0.4158,"Normal"
"Colombia","COL",1971,21000,0.4286,"Normal"
"Colombia","COL",1972,22000,0.4183,"Normal"
"Colombia","COL",1973,23000,0.4189,"Normal"
"Colombia","COL",1974,24500,0.42310002,"Normal"
"Colombia","COL",1975,26000,0.4943,"Normal"
"Colombia","COL",1976,29200,0.53580004,"Normal"
"Colombia","COL",1977,27000,0.46960002,"Normal"
"Colombia","COL",1978,31000,0.51240003,"Normal"
"Colombia","COL",1979,32300,0.5152,"Normal"
"Colombia","COL",1980,35700,0.5543,"Normal"
"Colombia","COL",1981,38300,0.56320006,"Normal"
"Colombia","COL",1982,39400,0.50970006,"Normal"
"Colombia","COL",1983,37000,0.49330002,"Normal"
"Colombia","COL",1984,40700,0.4769,"Normal"
"Colombia","COL",1985,42500,0.46400002,"Normal"
"Colombia","COL",1986,46700,0.4819,"Normal"
"Colombia","COL",1987,53680,0.5123,"Normal"
"Colombia","COL",1988,54080,0.48180002,"Normal"
"Colombia","COL",1989,55430,0.469,"Normal"
"Colombia","COL",1990,56153,0.46520004,"Normal"
"Colombia","COL",1991,58141,0.46510002,"Normal"
"Colombia","COL",1992,54857,0.45830002,"Normal"
"Colombia","COL",1993,57472,0.45740002,"Normal"
"Colombia","COL",1994,50624,0.46640003,"Normal"
"Colombia","COL",1995,56652,0.4656,"Normal"
"Colombia","COL",1996,49635,0.43800002,"Normal"
"Colombia","COL",1997,50317,0.45900002,"Normal"
"Colombia","COL",1998,50685,0.53120005,"Normal"
"Colombia","COL",1999,51485,0.52650005,"Normal"
"Colombia","COL",2000,36731,0.4418,"Normal"
"Colombia","COL",2001,36070,0.4499,"Normal"
"Colombia","COL",2002,34002,0.40770003,"Normal"
"Colombia","COL",2003,41704,0.4805,"Normal"
"Colombia","COL",2004,38753,0.526,"Normal"
"Colombia","COL",2005,37099,0.46,"Normal"
"Colombia","COL",2006,35258,0.45600003,"Normal"
"Colombia","COL",2007,39904,0.45900002,"Normal"
"Colombia","COL",2008,44740,0.49190003,"Normal"
"Colombia","COL",2009,44740,0.47010002,"Normal"
"Colombia","COL",2010,39534,0.41340002,"Normal"
"Colombia","COL",2011,37202,0.37500003,"Normal"
"Colombia","COL",2012,41670,0.27570003,"Normal"
"Colombia","COL",2013,46739,0.30120003,"Normal"
"Colombia","COL",2014,47732,0.358,"Normal"
"Colombia","COL",2015,54797.95,0.40070003,"Normal"
"Colombia","COL",2016,56785,0.4023,"Normal"
"Colombia","COL",2017,89282,0.85730004,"Normal"
"Colombia","COL",2018,97978,0.92660004,"Normal"
"Colombia","COL",2019,102154,0.86700004,"Normal"
"Colombia","COL",2020,63416,0.33670002,"Normal"
"Colombia","COL",2021,69040,0.35510004,"Normal"
"Colombia","COL",2022,62158,0.3271,"Normal"
"Colombia","COL",2023,59831,0.31360003,"Normal"
"Comoros","COM",1961,41,0.41000003,"Normal"
"Comoros","COM",1962,34,0.4,"Normal"
"Comoros","COM",1963,46,0.41820005,"Normal"
"Comoros","COM",1964,52,0.4483,"Normal"
"Comoros","COM",1965,33,0.41250002,"Normal"
"Comoros","COM",1966,69,0.4313,"Normal"
"Comoros","COM",1967,56,0.4828,"Normal"
"Comoros","COM",1968,42,0.3818,"Normal"
"Comoros","COM",1969,51,0.45540002,"Normal"
"Comoros","COM",1970,48,0.43640003,"Normal"
"Comoros","COM",1971,16,0.26670003,"Normal"
"Comoros","COM",1972,50,0.45450002,"Normal"
"Comoros","COM",1973,19,0.31670004,"Normal"
"Comoros","COM",1974,38,0.47500002,"Normal"
"Comoros","COM",1975,21,0.35000002,"Normal"
"Comoros","COM",1976,15,0.25,"Normal"
"Comoros","COM",1977,20,0.3333,"Normal"
"Comoros","COM",1978,15,0.25,"Normal"
"Comoros","COM",1979,18,0.3,"Normal"
"Comoros","COM",1980,15,0.1829,"Normal"
"Comoros","COM",1981,20,0.30770004,"Normal"
"Comoros","COM",1982,20,0.24100001,"Normal"
"Comoros","COM",1983,20,0.30770004,"Normal"
"Comoros","COM",1984,20,0.30770004,"Normal"
"Comoros","COM",1985,20,0.30770004,"Normal"
"Comoros","COM",1986,21,0.31820002,"Normal"
"Comoros","COM",1987,21,0.3134,"Normal"
"Comoros","COM",1988,22,0.32840002,"Normal"
"Comoros","COM",1989,22,0.32840002,"Normal"
"Comoros","COM",1990,22,0.3793,"Normal"
"Comoros","COM",1991,22.2,0.31460002,"Normal"
"Comoros","COM",1992,22.49,0.3163,"Normal"
"Comoros","COM",1993,22.79,0.3179,"Normal"
"Comoros","COM",1994,23.09,0.31960002,"Normal"
"Comoros","COM",1995,23.29,0.32250002,"Normal"
"Comoros","COM",1996,23.6,0.2768,"Normal"
"Comoros","COM",1997,24,0.3243,"Normal"
"Comoros","COM",1998,24.43,0.32820004,"Normal"
"Comoros","COM",1999,25,0.3333,"Normal"
"Comoros","COM",2000,26,0.3333,"Normal"
"Comoros","COM",2001,26.45,0.3319,"Normal"
"Comoros","COM",2002,26.8,0.3328,"Normal"
"Comoros","COM",2003,27,0.3333,"Normal"
"Comoros","COM",2004,27.23,0.33460003,"Normal"
"Comoros","COM",2005,27.54,0.33460003,"Normal"
"Comoros","COM",2006,28,0.3333,"Normal"
"Comoros","COM",2007,29.67,0.3348,"Normal"
"Comoros","COM",2008,31.59,0.3355,"Normal"
"Comoros","COM",2009,33.61,0.335,"Normal"
"Comoros","COM",2010,35.62,0.33490002,"Normal"
"Comoros","COM",2011,37.49,0.33470002,"Normal"
"Comoros","COM",2012,39.48,0.33460003,"Normal"
"Comoros","COM",2013,40.13,0.3344,"Normal"
"Comoros","COM",2014,40.89,0.33560002,"Normal"
"Comoros","COM",2015,43.86,0.33600003,"Normal"
"Comoros","COM",2016,41.63,0.3353,"Normal"
"Comoros","COM",2017,42.6,0.33600003,"Normal"
"Comoros","COM",2018,42.88,0.3369,"Normal"
"Comoros","COM",2019,43.52,0.3369,"Normal"
"Comoros","COM",2020,43,0.33660004,"Normal"
"Comoros","COM",2021,43.13,0.3368,"Normal"
"Comoros","COM",2022,43.22,0.3368,"Normal"
"Comoros","COM",2023,43.12,0.33670002,"Normal"
"Congo","COG",1961,900,0.3,"Normal"
"Congo","COG",1962,630,0.21000001,"Normal"
"Congo","COG",1963,800,0.26670003,"Normal"
"Congo","COG",1964,1100,0.36670002,"Normal"
"Congo","COG",1965,800,0.26670003,"Normal"
"Congo","COG",1966,877,0.29230002,"Normal"
"Congo","COG",1967,1144,0.3813,"Normal"
"Congo","COG",1968,1288,0.4293,"Normal"
"Congo","COG",1969,1195,0.3983,"Normal"
"Congo","COG",1970,1344,0.448,"Normal"
"Congo","COG",1971,2026,0.5065,"Normal"
"Congo","COG",1972,2146,0.51790005,"Normal"
"Congo","COG",1973,2114,0.5156,"Normal"
"Congo","COG",1974,2422,0.59070003,"Normal"
"Congo","COG",1975,2912,0.7085,"Normal"
"Congo","COG",1976,2332,0.56130004,"Normal"
"Congo","COG",1977,3021,0.7191,"Normal"
"Congo","COG",1978,2275,0.54170007,"Normal"
"Congo","COG",1979,2772,0.66,"Normal"
"Congo","COG",1980,2334,0.55570006,"Normal"
"Congo","COG",1981,2214,0.5271,"Normal"
"Congo","COG",1982,2492,0.59330004,"Normal"
"Congo","COG",1983,1588,0.37810004,"Normal"
"Congo","COG",1984,1864,0.4438,"Normal"
"Congo","COG",1985,1845,0.4393,"Normal"
"Congo","COG",1986,1842,0.3589,"Normal"
"Congo","COG",1987,1751,0.32000002,"Normal"
"Congo","COG",1988,1611,0.2839,"Normal"
"Congo","COG",1989,1994,0.36910003,"Normal"
"Congo","COG",1990,2115,0.41110003,"Normal"
"Congo","COG",1991,2188,0.38410002,"Normal"
"Congo","COG",1992,2263,0.39110002,"Normal"
"Congo","COG",1993,2341,0.39020002,"Normal"
"Congo","COG",1994,2423,0.37470004,"Normal"
"Congo","COG",1995,2507,0.40440002,"Normal"
"Congo","COG",1996,1858,0.3097,"Normal"
"Congo","COG",1997,1875,0.3233,"Normal"
"Congo","COG",1998,1900,0.32760003,"Normal"
"Congo","COG",1999,1331,0.3,"Normal"
"Congo","COG",2000,1304,0.3,"Normal"
"Congo","COG",2001,1278,0.3,"Normal"
"Congo","COG",2002,1253,0.30040002,"Normal"
"Congo","COG",2003,1000,0.303,"Normal"
"Congo","COG",2004,1000,0.29420003,"Normal"
"Congo","COG",2005,800,0.26670003,"Normal"
"Congo","COG",2006,800,0.26670003,"Normal"
"Congo","COG",2007,700,0.2593,"Normal"
"Congo","COG",2008,927,0.3433,"Normal"
"Congo","COG",2009,800,0.26670003,"Normal"
"Congo","COG",2010,1200,0.2613,"Normal"
"Congo","COG",2011,1500,0.27240002,"Normal"
"Congo","COG",2012,2800,0.2755,"Normal"
"Congo","COG",2013,5000,0.2736,"Normal"
"Congo","COG",2014,5000,0.27770004,"Normal"
"Congo","COG",2015,2500,0.28,"Normal"
"Congo","COG",2016,3800,0.34550002,"Normal"
"Congo","COG",2017,3500,0.29170004,"Normal"
"Congo","COG",2018,4500,0.27310002,"Normal"
"Congo","COG",2019,11500,0.2727,"Normal"
"Congo","COG",2020,7500,0.2803,"Normal"
"Congo","COG",2021,16000,0.28440002,"Normal"
"Congo","COG",2022,10000,0.2842,"Normal"
"Congo","COG",2023,10000,0.28410003,"Normal"
"Costa Rica","CRI",1961,10600,0.3655,"Normal"
"Costa Rica","CRI",1962,12600,0.4214,"Normal"
"Costa Rica","CRI",1963,10700,0.35670003,"Normal"
"Costa Rica","CRI",1964,10200,0.34,"Normal"
"Costa Rica","CRI",1965,7600,0.2533,"Normal"
"Costa Rica","CRI",1966,9300,0.31,"Normal"
"Costa Rica","CRI",1967,7200,0.24000001,"Normal"
"Costa Rica","CRI",1968,9100,0.28,"Normal"
"Costa Rica","CRI",1969,4800,0.15380001,"Normal"
"Costa Rica","CRI",1970,4200,0.14,"Normal"
"Costa Rica","CRI",1971,7300,0.24330002,"Normal"
"Costa Rica","CRI",1972,5000,0.2778,"Normal"
"Costa Rica","CRI",1973,6600,0.2933,"Normal"
"Costa Rica","CRI",1974,5919,0.2915,"Normal"
"Costa Rica","CRI",1975,6609,0.36560002,"Normal"
"Costa Rica","CRI",1976,5855,0.33670002,"Normal"
"Costa Rica","CRI",1977,7694,0.38470003,"Normal"
"Costa Rica","CRI",1978,10381,0.34600002,"Normal"
"Costa Rica","CRI",1979,10365,0.34550002,"Normal"
"Costa Rica","CRI",1980,5266,0.3291,"Normal"
"Costa Rica","CRI",1981,5049,0.3156,"Normal"
"Costa Rica","CRI",1982,3545,0.2954,"Normal"
"Costa Rica","CRI",1983,2161,0.23750001,"Normal"
"Costa Rica","CRI",1984,4139,0.3905,"Normal"
"Costa Rica","CRI",1985,4451,0.3599,"Normal"
"Costa Rica","CRI",1986,3857,0.3023,"Normal"
"Costa Rica","CRI",1987,3592,0.2485,"Normal"
"Costa Rica","CRI",1988,3976,0.18930002,"Normal"
"Costa Rica","CRI",1989,4270,0.24260002,"Normal"
"Costa Rica","CRI",1990,3500,0.2009,"Normal"
"Costa Rica","CRI",1991,3400,0.22670001,"Normal"
"Costa Rica","CRI",1992,3000,0.2222,"Normal"
"Costa Rica","CRI",1993,2800,0.23330002,"Normal"
"Costa Rica","CRI",1994,2000,0.1667,"Normal"
"Costa Rica","CRI",1995,2000,0.1667,"Normal"
"Costa Rica","CRI",1996,2000,0.1667,"Normal"
"Costa Rica","CRI",1997,800,0.36360002,"Normal"
"Costa Rica","CRI",1998,849,0.42450002,"Normal"
"Costa Rica","CRI",1999,888,0.24460001,"Normal"
"Costa Rica","CRI",2000,708,0.19940001,"Normal"
"Costa Rica","CRI",2001,708,0.19940001,"Normal"
"Costa Rica","CRI",2002,708,0.19940001,"Normal"
"Costa Rica","CRI",2003,708,0.19940001,"Normal"
"Costa Rica","CRI",2004,708,0.19940001,"Normal"
"Costa Rica","CRI",2005,343,0.114300005,"Normal"
"Costa Rica","CRI",2006,450,0.11780001,"Normal"
"Costa Rica","CRI",2007,555,0.12380001,"Normal"
"Costa Rica","CRI",2008,593,0.1322,"Normal"
"Costa Rica","CRI",2009,650,0.14500001,"Normal"
"Costa Rica","CRI",2010,665,0.1464,"Normal"
"Costa Rica","CRI",2011,690,0.14980002,"Normal"
"Costa Rica","CRI",2012,700,0.15020001,"Normal"
"Costa Rica","CRI",2013,700,0.15020001,"Normal"
"Costa Rica","CRI",2014,700,0.1474,"Normal"
"Costa Rica","CRI",2015,600,0.13360001,"Normal"
"Costa Rica","CRI",2016,650,0.16250001,"Normal"
"Costa Rica","CRI",2017,545,0.13630001,"Normal"
"Costa Rica","CRI",2018,550,0.1266,"Normal"
"Costa Rica","CRI",2019,800,0.127,"Normal"
"Costa Rica","CRI",2020,800,0.1299,"Normal"
"Costa Rica","CRI",2021,700,0.1316,"Normal"
"Costa Rica","CRI",2022,800,0.1298,"Normal"
"Costa Rica","CRI",2023,800,0.1279,"Normal"
"Cote d'Ivoire","CIV",1961,85000,0.3269,"Normal"
"Cote d'Ivoire","CIV",1962,110000,0.39710003,"Normal"
"Cote d'Ivoire","CIV",1963,115000,0.39380002,"Normal"
"Cote d'Ivoire","CIV",1964,139069,0.45150003,"Normal"
"Cote d'Ivoire","CIV",1965,121772,0.37240002,"Normal"
"Cote d'Ivoire","CIV",1966,149662,0.43660003,"Normal"
"Cote d'Ivoire","CIV",1967,146640,0.40960002,"Normal"
"Cote d'Ivoire","CIV",1968,144476,0.38930002,"Normal"
"Cote d'Ivoire","CIV",1969,180706,0.46720004,"Normal"
"Cote d'Ivoire","CIV",1970,179156,0.44310004,"Normal"
"Cote d'Ivoire","CIV",1971,225814,0.5341,"Normal"
"Cote d'Ivoire","CIV",1972,185445,0.42100003,"Normal"
"Cote d'Ivoire","CIV",1973,208522,0.41960004,"Normal"
"Cote d'Ivoire","CIV",1974,241511,0.51280004,"Normal"
"Cote d'Ivoire","CIV",1975,231136,0.46410003,"Normal"
"Cote d'Ivoire","CIV",1976,232330,0.44170004,"Normal"
"Cote d'Ivoire","CIV",1977,303621,0.43500003,"Normal"
"Cote d'Ivoire","CIV",1978,318381,0.43020004,"Normal"
"Cote d'Ivoire","CIV",1979,397759,0.5069,"Normal"
"Cote d'Ivoire","CIV",1980,417222,0.49870002,"Normal"
"Cote d'Ivoire","CIV",1981,464751,0.5156,"Normal"
"Cote d'Ivoire","CIV",1982,360445,0.37820002,"Normal"
"Cote d'Ivoire","CIV",1983,411081,0.43150002,"Normal"
"Cote d'Ivoire","CIV",1984,565042,0.5493,"Normal"
"Cote d'Ivoire","CIV",1985,555115,0.50470006,"Normal"
"Cote d'Ivoire","CIV",1986,610680,0.52030003,"Normal"
"Cote d'Ivoire","CIV",1987,664031,0.5382,"Normal"
"Cote d'Ivoire","CIV",1988,832177,0.53120005,"Normal"
"Cote d'Ivoire","CIV",1989,780521,0.5684,"Normal"
"Cote d'Ivoire","CIV",1990,807501,0.5155,"Normal"
"Cote d'Ivoire","CIV",1991,764708,0.5416,"Normal"
"Cote d'Ivoire","CIV",1992,813009,0.56070006,"Normal"
"Cote d'Ivoire","CIV",1993,803799,0.5637,"Normal"
"Cote d'Ivoire","CIV",1994,808662,0.5391,"Normal"
"Cote d'Ivoire","CIV",1995,1120000,0.5895,"Outlier"
"Cote d'Ivoire","CIV",1996,1235300,0.60170007,"Outlier"
"Cote d'Ivoire","CIV",1997,1119110,0.61390007,"Outlier"
"Cote d'Ivoire","CIV",1998,1201119,0.66730005,"Outlier"
"Cote d'Ivoire","CIV",1999,1163025,0.6121,"Outlier"
"Cote d'Ivoire","CIV",2000,1401101,0.7006,"Outlier"
"Cote d'Ivoire","CIV",2001,1212428,0.6821,"Outlier"
"Cote d'Ivoire","CIV",2002,1264708,0.67270005,"Outlier"
"Cote d'Ivoire","CIV",2003,1351546,0.6758,"Outlier"
"Cote d'Ivoire","CIV",2004,1407213,0.68640006,"Outlier"
"Cote d'Ivoire","CIV",2005,1286330,0.58640003,"Outlier"
"Cote d'Ivoire","CIV",2006,1408854,0.6176,"Outlier"
"Cote d'Ivoire","CIV",2007,1229908,0.5184001,"Outlier"
